name,host_id,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Newly Renovated Georgetown Townhome,30168636,Michael,3/28/15,t,1,1,t,f,Georgetown,Washington,DC,20007,"Washington, DC",t,House,Entire home/apt,6,1,2,2,Real Bed,300,4,1850,6900,,$40.00 ,1,$0.00 ,2,1125,312,10/3/15,32,4/10/15,9/25/15,4,98,10,10,f,f,flexible,f,f,1,5.42
Georgetown Apartment,37904773,Kevin,7/8/15,f,1,1,t,t,Georgetown,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,165,3,,,,,1,$0.00 ,1,1125,363,10/3/15,2,7/17/15,7/24/15,3,100,10,10,f,f,flexible,f,f,1,0.76
Georgetown Private Room/Suite,14633972,Edward  Chip,4/23/14,f,1,1,t,f,Georgetown,Washington,DC,20007,"Washington, DC",t,House,Private room,1,1,1,1,Real Bed,90,2,,,150,,1,$0.00 ,3,27,294,10/3/15,8,5/20/14,4/19/15,2,90,9,9,f,f,moderate,f,f,1,0.48
Quaint One Bedroom in Georgetown,16043782,John,5/27/14,f,1,1,t,t,Georgetown,Washington,DC,20007,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,3,,,150,$80.00 ,1,$0.00 ,2,1125,123,10/2/15,1,5/18/15,5/18/15,2,100,10,10,f,f,moderate,f,f,1,0.22
Apartment by the White House,37695534,Casey,7/6/15,f,1,1,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,125,2,,,,$38.00 ,1,$29.00 ,1,1125,348,10/3/15,5,7/14/15,9/29/15,4,100,10,10,f,f,flexible,f,f,1,1.83
Gorgeous and Spacious 1 Bdr.,8437241,Mauricio,8/26/13,f,1,1,t,f,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,120,2,,,,,4,$20.00 ,2,1125,25,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
Dupont Circle Private Bathroom,1386702,John,11/8/11,f,12,12,t,f,U Street Corridor,Washington,DC,20009,"Washington, DC",t,House,Private room,3,1,1,1,Real Bed,100,2,,,,,1,$7.00 ,2,180,167,10/2/15,24,12/17/13,9/18/15,4,96,10,9,f,t,strict,f,f,12,1.1
Sunny 1 BD Heart of Dupont Circle,8003799,Stefanie,8/7/13,f,1,1,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,2,600,1995,,,2,$25.00 ,2,1125,0,10/2/15,4,8/17/15,9/21/15,4,93,10,10,f,f,strict,f,f,1,2.5
"Dupont Logan-Circle, U St, Adams  4",5487930,Mark,3/16/13,f,5,5,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Private room,2,2.5,1,2,Real Bed,110,2,775,2150,,$50.00 ,1,$15.00 ,7,365,321,10/2/15,6,11/3/14,5/30/15,2,97,9,8,f,f,strict,f,f,5,0.54
"DuPont Place 5, Metro, kitchenette",17633,Charlotte,5/18/09,f,32,32,t,t,,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,,1,Real Bed,135,2,904,2712,100,$45.00 ,1,$0.00 ,4,365,335,10/2/15,28,9/14/13,9/29/15,4,87,9,9,f,f,strict,f,t,29,1.12
JR 1 BR with Killer View,23568231,Richard,11/10/14,f,1,1,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,220,3,1320,4620,,$50.00 ,2,$0.00 ,1,1125,365,10/2/15,3,5/17/15,9/29/15,4,100,10,10,f,f,flexible,f,f,1,0.64
Sunlit Room in Dupont,20464495,Monica,8/24/14,f,2,2,t,f,,Washington,DC,20009,"Washington, DC",f,Apartment,Private room,2,1,1,1,Real Bed,75,2,417,,,,1,$0.00 ,2,1125,0,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
Sunny Bedroom in historic building,20415129,Elaine,8/22/14,f,4,4,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,112,2,550,,,$20.00 ,1,$0.00 ,1,1125,330,10/2/15,23,12/22/14,9/22/15,4,97,10,10,f,f,flexible,f,f,1,2.41
Cheap&Convenient Room near  Dupont,30276287,Tiantian,3/30/15,f,1,1,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Shared room,1,1,1,1,Real Bed,40,1,,,,$30.00 ,1,$0.00 ,4,1125,53,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
2BD in Dupont Circle with a view!,2126131,Sarah,4/12/12,f,2,2,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,3,,,,,1,$10.00 ,1,4,259,10/3/15,2,11/20/14,6/15/15,3,100,10,9,f,f,strict,t,t,2,0.19
1B/1B Dupont Apt w/private entrance,29462405,Jeff,3/16/15,f,2,2,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,,,,,1,$0.00 ,2,1125,331,10/3/15,10,5/7/15,9/27/15,4,98,10,10,f,f,flexible,f,f,1,2
Studio apartment in Dupont/West End,8093580,Fabiana,8/11/13,f,1,1,t,f,Dupont Circle,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,96,2,500,1975,,$70.00 ,1,$10.00 ,1,365,326,10/3/15,2,8/24/14,5/20/15,2,80,10,6,f,f,strict,f,f,1,0.15
"Location, Location, and Lovely!",20236500,Carl,8/18/14,f,2,2,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,113,2,675,2370,2300,$100.00 ,1,$0.00 ,7,1125,318,10/3/15,2,3/7/15,8/20/15,3,100,10,10,f,f,strict,f,f,2,0.28
"DuPont Place 7 - Metro, kitchenette",17633,Charlotte,5/18/09,f,32,32,t,t,,Washington,DC,20009,"Washington, DC",t,Apartment,Private room,4,1,1,1,Real Bed,149,2,998,2995,100,$45.00 ,2,$10.00 ,4,365,331,10/3/15,19,1/17/14,9/27/15,4,96,10,10,f,f,strict,f,t,29,0.91
Sunny Apt in Dupont Circle,20626289,Kate,8/27/14,f,1,1,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Private room,3,1,1,1,Real Bed,125,2,,,,$25.00 ,2,$25.00 ,1,1125,275,10/3/15,3,4/23/15,4/28/15,2,100,10,10,f,f,flexible,f,f,1,0.55
"DuPont Dream, walk to Metro",17633,Charlotte,5/18/09,f,32,32,t,t,Dupont Circle,Washington,DC,20037,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,139,2,827,3100,100,$55.00 ,3,$0.00 ,2,365,317,10/3/15,59,8/14/11,6/18/15,3,92,9,10,f,f,strict,f,t,29,1.17
Large Apartment in Dupont Circle,39224004,Jonathan,7/22/15,f,1,1,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,149,2,900,2895,,$100.00 ,1,$0.00 ,3,1125,43,10/3/15,0,0,0,0,,,,f,f,moderate,f,f,1,
Quiet Oasis in Dupont,12830388,Jessica,3/5/14,f,1,1,t,t,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,179,3,1000,3000,,,1,$0.00 ,20,1125,208,10/3/15,55,4/1/14,9/13/15,4,94,10,9,f,f,moderate,f,f,1,2.99
8th Floor Apt. in the Heart of DC,44788036,Dennys,9/21/15,f,1,1,t,f,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2,,,,,1,$0.00 ,1,1125,13,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
T Street Serenity- Suite 3,28827689,Carolyn,3/5/15,f,23,23,t,f,U Street Corridor,Washington,DC,20009,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,120,2,,,,,1,$0.00 ,1,1125,282,10/3/15,6,4/13/15,8/7/15,3,87,9,9,f,f,strict,f,f,23,1.03
Spacious 1BR in the heart of Dupont,1864688,Art,3/5/12,f,7,7,t,t,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,2,,3150,,$75.00 ,1,$0.00 ,10,367,10,10/3/15,67,3/28/13,6/25/15,3,93,9,9,f,f,moderate,f,f,6,2.18
Dupont Private Room Meridian Manor,1386702,John,11/8/11,f,12,12,t,f,U Street Corridor,Washington,DC,20009,"Washington, DC",t,House,Private room,3,1,1,1,Real Bed,99,2,,,,,2,$25.00 ,2,1125,361,10/3/15,3,7/17/15,9/6/15,4,93,9,10,f,f,flexible,f,f,12,1.14
BEST LOCATION: U ST-DUPONT 2BR-2BA,1468884,Margarita,12/3/11,t,2,2,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,6,2,2,2,Real Bed,220,3,,,220,$65.00 ,4,$35.00 ,2,30,304,10/3/15,50,1/18/15,9/25/15,4,94,9,10,f,f,strict,f,f,2,5.79
Well Located Studio With A View!,30872836,Joseph,4/8/15,f,1,1,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,3,1,0,1,Real Bed,150,2,,,,,1,$0.00 ,2,1125,322,10/3/15,1,4/25/15,4/25/15,2,80,10,6,f,f,flexible,f,f,1,0.19
Arty 1BR in the hip neighborhood,486251,Laurent,4/5/11,f,1,1,t,t,,Washington,DC,20009,"Washington, DC",f,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2,650,2600,120,$50.00 ,1,$0.00 ,2,1125,347,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
Dupont Stay - Luxury Shared Room,40989799,Elvis,8/9/15,f,3,3,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,House,Shared room,6,4,1,4,Real Bed,36,1,,,,,1,$36.00 ,2,14,343,10/3/15,2,9/16/15,9/25/15,4,100,9,10,f,f,strict,f,f,3,2
Perfect bedroom in VERY central DC,2070536,Joel,4/4/12,t,2,2,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,House,Private room,2,1.5,1,1,Real Bed,150,2,1000,4000,,$20.00 ,1,$25.00 ,2,120,359,10/3/15,68,4/15/12,9/18/15,4,97,10,9,f,f,moderate,t,t,2,1.61
2 Bed - Dupont/Adams Morgan/U St,3104115,Olivier,7/30/12,f,1,1,t,f,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,2,2,Real Bed,172,3,1023,3612,,$30.00 ,1,$0.00 ,2,365,77,10/3/15,20,4/8/13,9/21/15,4,88,9,8,f,f,flexible,f,f,1,0.66
Cozy room in a Dupont rowhouse,1278314,Christian,10/11/11,f,1,1,t,t,Kalorama,Washington,DC,20008,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,70,2,450,,,,1,$0.00 ,1,1125,14,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Lovely studio- Dupont Circle,15344735,Gilles,5/10/14,f,1,1,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,,,,$10.00 ,1,$0.00 ,3,1125,148,10/2/15,2,4/19/15,7/28/15,3,80,8,8,f,f,strict,f,f,1,0.36
2 Bed in Fantastic Location,43946148,Mark,9/11/15,f,2,2,t,t,,Washington,DC,20009,"Washington, DC",f,Apartment,Entire home/apt,4,1,2,2,Real Bed,127,2,800,3200,,$30.00 ,0,$0.00 ,2,1125,351,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
"Dupont Top Floor Loft, Great View!",22851250,Ashish,10/22/14,f,1,1,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,165,3,1071,3780,,$60.00 ,1,$75.00 ,1,29,351,10/2/15,19,2/16/15,9/28/15,4,89,10,9,f,f,flexible,f,f,1,2.48
"[1732] 1 BR, 1.5 Bath Exec Suite",25188,Seamless,7/10/09,f,480,480,t,t,West End,Washington,DC,20037,"Washington, DC",t,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,269,4,,5600,,,1,$0.00 ,4,730,365,10/3/15,0,0,0,0,,,,f,f,super_strict_30,f,t,5,
Bright 1 Bedroom Dupont/AdamsMorgan,8085156,Molly,8/11/13,f,1,1,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,119,2,,,130,$15.00 ,2,$15.00 ,1,4,23,10/3/15,11,11/18/14,7/5/15,3,98,10,10,f,f,flexible,f,f,1,1.03
Sunny 2 Bedroom in Dupont,20464495,Monica,8/24/14,f,2,2,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,2,950,,,,1,$0.00 ,2,1125,0,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,2,
Beautiful Spacious Apartment,1864688,Art,3/5/12,f,7,7,t,t,Dupont Circle,Washington,DC,20008,"Washington, DC",t,Apartment,Entire home/apt,5,1,1,2,Real Bed,145,2,,2950,,$55.00 ,2,$15.00 ,4,1000,300,10/2/15,74,8/15/13,9/26/15,4,93,9,9,f,f,moderate,f,f,6,2.85
Great location @ renovated building,23080922,Joao,10/28/14,f,1,1,t,f,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,2,702,2478,,,1,$0.00 ,7,1125,55,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Incredible Location Private 1BR/1BA,28229403,Dave,2/23/15,f,1,1,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,88,2,,1900,250,$20.00 ,1,$10.00 ,1,1125,8,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Private Den in Cozy Townhouse,37728115,Erica,7/6/15,f,1,1,t,t,,Washington,DC,20009,"Washington, DC",f,House,Private room,2,1,1,1,Real Bed,74,2,,,,,1,$0.00 ,1,1125,265,10/2/15,2,7/27/15,8/22/15,3,100,10,10,f,f,flexible,f,f,1,0.87
Great 1 bedroom in best DC location,43812627,Marc,9/9/15,f,1,1,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,99,2,650,,,$50.00 ,1,$0.00 ,2,1125,18,10/2/15,1,9/30/15,9/30/15,4,80,10,10,f,f,moderate,f,f,1,1
Charming 1BR Foggy Bottom Row House,21166197,Rey,9/10/14,f,1,1,t,t,,Washington,DC,20037,"Washington, DC",f,Apartment,Private room,3,1,1,1,Real Bed,111,2,,,,,1,$0.00 ,1,1125,328,10/2/15,18,7/25/15,9/29/15,4,84,9,7,f,f,flexible,f,f,1,7.61
Dupont Condo. Prime Location. #3,41047431,William,8/10/15,f,6,6,t,t,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Apartment,Entire home/apt,1,1,1,1,Real Bed,132,2,,3960,,$75.00 ,1,$0.00 ,5,1125,328,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,6,
Entire Dupont Circle Condo Unit,3873893,Feras,10/15/12,f,2,2,t,t,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,2,Real Bed,175,3,1187,4750,220,$30.00 ,2,$50.00 ,1,1125,348,10/3/15,19,4/17/15,9/17/15,4,94,10,9,f,f,flexible,f,f,2,3.35
"Spacious, English Garden Charmer",23892296,Carolyn,11/18/14,f,1,1,t,f,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,129,2,750,2880,,$50.00 ,2,$20.00 ,2,1125,337,10/3/15,30,1/15/15,9/25/15,4,94,9,9,f,f,strict,f,f,1,3.44
Cosy Dupont Circle 1 bedroom,3210343,Laura,8/9/12,f,1,1,t,t,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Pull-out Sofa,110,2,725,2300,200,$40.00 ,0,$0.00 ,2,1125,309,10/3/15,16,9/4/13,8/5/15,3,98,10,10,f,f,strict,f,f,1,0.63
Location!  Lovely Studio in Dupont,10345657,Khanh,11/30/13,f,1,1,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,2,650,1900,,,1,$0.00 ,2,31,275,10/3/15,36,12/16/13,11/23/14,4,89,9,8,f,f,flexible,f,f,1,1.64
Dupont Circle Apartment #2,1386702,John,11/8/11,f,12,12,t,f,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,95,2,,2550,,$40.00 ,1,$10.00 ,2,100,168,10/3/15,15,7/18/14,9/21/15,4,95,9,10,f,f,strict,f,f,12,1.02
"1 bedroom, 1 bath, Condo in Dupont",36373464,Efren,6/21/15,f,1,1,t,t,,Washington,DC,20009,"Washington, DC",t,Condominium,Entire home/apt,2,1,1,1,Real Bed,95,2,735,2100,100,$75.00 ,1,$0.00 ,1,1125,303,10/3/15,2,7/5/15,9/17/15,4,100,10,10,f,f,flexible,f,f,1,0.66
Dupont Adams Morgan Royal Rose,39742620,Arlene,7/27/15,f,4,4,t,f,Adams Morgan,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,6,1,2,4,Real Bed,199,3,1195,3895,250,$95.00 ,6,$15.00 ,1,1125,345,10/3/15,0,0,0,0,,,,f,f,strict,f,f,4,
Luxury Apartment in Dupont Circle,7529849,Rafael,7/16/13,f,1,1,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,2,999,2400,500,$60.00 ,1,$0.00 ,2,365,80,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
A fabulous one bedroom/one bathroom,7985565,Travis,8/6/13,f,1,1,t,f,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,203,3,,,100,$12.00 ,1,$0.00 ,2,1125,1,10/2/15,12,10/16/14,7/25/15,3,95,10,9,f,f,moderate,f,f,1,1.02
Charming top floor studio!,4112363,Julia,11/10/12,f,1,1,t,f,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,200,3,,,,,1,$0.00 ,1,1125,46,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
"Cozy Pied-a-Terre, the Heart of DC",7220554,TheoDora,7/1/13,f,1,1,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,90,2,,,,$30.00 ,1,$0.00 ,2,1125,175,10/2/15,19,1/3/15,7/1/15,3,96,10,10,f,f,flexible,f,f,1,2.08
Urban Living in Historic Townhouse,5487930,Mark,3/16/13,f,5,5,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,99,2,790,1700,,$50.00 ,1,$15.00 ,7,1125,339,10/3/15,1,9/22/15,9/22/15,4,80,6,2,f,f,moderate,f,f,5,1
"Perfect location, 2b modern apt.",89849,Serrana,3/8/10,f,1,1,t,t,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Apartment,Entire home/apt,4,1,2,2,Real Bed,240,3,1500,,,$70.00 ,2,$20.00 ,5,60,355,10/3/15,22,1/17/14,7/26/15,3,99,10,10,f,f,moderate,f,f,1,1.06
Dupont Apt 3-min walk metro,767543,Dana,7/1/11,f,5,5,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,3,Real Bed,259,4,,4000,,,2,$15.00 ,3,1125,351,10/3/15,7,3/14/12,7/24/15,3,97,9,10,f,f,moderate,f,f,4,0.16
Room available in a Group House,14229159,Dominick,4/13/14,f,3,3,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,100,2,,1400,,,1,$0.00 ,4,1125,275,10/3/15,1,8/31/14,8/31/14,3,80,8,8,f,f,moderate,f,f,3,0.08
Best of DC in Dupont Circle/U St,3142082,Tom,8/2/12,t,3,3,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,2,Real Bed,300,4,,4800,,,1,$0.00 ,1,1125,292,10/3/15,32,4/1/13,9/15/15,4,98,10,10,f,f,strict,f,f,2,1.05
Chic 1 bedroom close to 14th & U,37326837,Kristen,7/2/15,f,1,1,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,,,,,1,$0.00 ,1,1125,345,10/3/15,2,7/26/15,9/22/15,4,90,9,9,f,f,flexible,f,f,1,0.86
Dupont Adams Morgan Dream,40629622,Kenneth,8/5/15,f,4,4,t,f,Adams Morgan,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,119,2,750,2495,150,$75.00 ,4,$15.00 ,1,1125,346,10/3/15,1,9/8/15,9/8/15,4,80,8,8,f,f,strict,f,f,4,1
Dupont 1 Bedroom Top Floor Apt,14138499,Zach,4/10/14,f,1,1,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,145,2,,,,$20.00 ,1,$0.00 ,2,1125,150,10/3/15,5,4/20/15,8/12/15,3,100,10,10,f,f,flexible,f,f,1,0.9
Beautiful Apt in Heart of Dupont,37149052,Syd,6/30/15,f,2,2,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,9,2,3,3,Real Bed,418,5,2100,5355,,$70.00 ,1,$0.00 ,3,6,365,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,2,
GREAT APARTMENT AT DUPONT CIRCLE,312046,Mathieu,12/7/10,f,1,1,t,t,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Condominium,Entire home/apt,4,1,1,2,Real Bed,129,2,799,2799,400,,1,$0.00 ,5,1125,1,10/3/15,2,5/25/15,6/20/15,3,100,10,10,f,f,strict,f,f,1,0.45
"Fully Renovated 1br, Historic Bldg",52413,Gina,11/8/09,f,1,1,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,210,3,,,,$50.00 ,1,$0.00 ,2,1125,359,10/3/15,6,6/8/15,9/28/15,4,96,10,10,f,f,moderate,f,f,1,1.53
[1143-1]1BR At Westbrooke Place,25188,Seamless,7/10/09,f,480,480,t,t,West End,Washington,DC,20037,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,299,4,,6325,,,1,$0.00 ,4,365,365,10/3/15,0,0,0,0,,,,f,f,super_strict_30,f,t,5,
Charming Flat in Dupont Circle,2910682,David,7/12/12,f,2,2,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,6,1,2,3,Real Bed,222,3,1357,4788,,,4,$40.00 ,1,1125,0,10/3/15,9,7/22/15,8/18/15,3,84,9,9,f,f,moderate,f,f,2,3.65
Great space in Historic Townhouse 5,5487930,Mark,3/16/13,f,5,5,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,House,Private room,2,2.5,1,1,Real Bed,115,2,750,1775,,$50.00 ,1,$20.00 ,4,1125,337,10/3/15,3,11/28/14,5/19/15,2,80,8,8,f,f,strict,f,f,5,0.29
Dupont Circle - Central & Spacious!,2451243,Thanh,5/23/12,f,1,1,t,t,,Washington,DC,20009,"Washington, DC",f,Apartment,Entire home/apt,3,1,1,1,Real Bed,115,2,699,2650,,$35.00 ,2,$25.00 ,2,1125,184,10/3/15,17,9/9/14,3/12/15,2,90,9,9,f,f,flexible,t,t,1,1.31
Great Deal in Dupont,7785611,Joanna,7/28/13,f,1,1,t,t,Dupont Circle,Washington,DC,20036,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,699,,100,$40.00 ,1,$0.00 ,7,1125,113,10/3/15,7,11/20/13,4/21/14,2,98,10,9,f,t,strict,f,f,1,0.31
Heart of the Gayborhood,44799699,Tim,9/22/15,f,1,1,t,t,Dupont Circle,Washington,DC,20008,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,100,2,,,,$25.00 ,1,$25.00 ,1,1125,352,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Dupont Circle Apartment,3750664,Peter,10/3/12,f,1,1,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,2,Real Bed,130,2,600,1900,,,1,$20.00 ,4,50,11,10/3/15,8,5/15/14,9/15/15,4,95,10,10,f,f,flexible,f,f,1,0.47
"Charming studio Dupont Circle, DC",15059205,Dee,5/3/14,f,1,1,t,t,,Washington,DC,,"Washington, DC",f,Apartment,Entire home/apt,2,1,1,1,Real Bed,139,2,950,2500,,,0,$0.00 ,2,1125,0,10/3/15,7,10/10/14,6/16/15,3,94,10,10,f,f,moderate,f,f,1,0.58
1 Bedroom in BEST location in DC,24361527,Osiris,12/1/14,f,2,2,t,t,U Street Corridor,Washington,DC,20009,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,75,2,420,,,,2,$30.00 ,1,1125,322,10/3/15,3,9/21/15,9/30/15,4,100,10,10,f,f,flexible,f,f,2,3
Near metro. Near night life. 1 BR.,41885785,Adam,8/19/15,f,1,1,t,f,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Apartment,Entire home/apt,2,1,2,1,Real Bed,99,2,650,,99,$50.00 ,1,$0.00 ,1,1125,19,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
"Cozy, Elegant Studio in Downtown DC",10929245,Anna,12/31/13,f,1,1,t,t,,Washington,DC,20005,"Washington, DC",f,Apartment,Entire home/apt,2,1,0,1,Real Bed,98,2,,,95,$15.00 ,1,$0.00 ,1,1125,319,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
Welcome To My Space ,6868704,Sean,6/12/13,f,1,1,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,115,2,800,3150,200,$50.00 ,2,$50.00 ,3,25,64,10/3/15,44,4/8/14,9/28/15,4,96,10,10,f,f,moderate,f,f,1,2.43
"Dupont Rm, breakfast, 3 min 2 metro",767543,Dana,7/1/11,f,5,5,t,t,Dupont Circle,Washington,DC,20009,"Washington, DC",t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,215,3,,3000,,,3,$0.00 ,3,7,275,10/3/15,2,1/23/12,5/20/15,2,100,9,9,f,f,strict,f,f,4,0.04
Walk to WhiteHouse Penthouse_2Br2Ba,5778691,Corbett,4/5/13,f,6,6,t,f,Logan Circle,Washington,DC,20005,"Washington, DC",t,Condominium,Entire home/apt,6,2,2,3,Real Bed,179,3,,,,$40.00 ,1,$0.00 ,1,27,78,10/3/15,0,0,0,0,,,,f,f,moderate,t,t,6,
