name,host_id,host_name,host_since,property_type,price,price_range,room_type,number_of_reviews,smart_location,zipcode,host_identity_verified,host_is_superhost,neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,is_location_exact,accommodates,bathrooms,bedrooms,beds,weekly_price,monthly_price,security_deposit,guests_included,minimum_nights,maximum_nights,availability_365,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,city,state,bed_type,cleaning_fee,extra_people,calendar_last_scraped
3200 Sq. Foot DC Townhouse,18069324,Claire,7/14/14,8,350,4,1,20,14,20002,0,0,93,2,2,1,0,8,4,4,5,1700,4000,100,7,1,15,87,11/7/14,9/27/15,4,90,9,8,1,1,0,0,2,1.81,Washington,DC,Real Bed,150,50,10/2/15
"Charming, Open and Cozy Condo w/cat",9557221,Holly,10/21/13,1,85,2,1,5,14,20002,1,1,93,1,1,1,0,2,1,1,1,0,0,0,1,1,3,59,9/9/15,9/30/15,4,96,9,9,1,1,0,0,1,5,Washington,DC,Real Bed,0,0,10/2/15
Private Room in Modern Townhouse,3949051,Randolph,10/22/12,8,75,2,2,4,14,20002,0,1,93,2,2,1,0,2,1,1,1,350,1200,100,1,2,1125,355,3/19/14,9/30/14,4,95,10,10,1,2,0,0,2,0.21,Washington,DC,Real Bed,0,20,10/2/15
4.5 Bedroom Capitol hill phase II,553227,Tunde   Sunny,5/3/11,8,215,3,1,34,14,20002,0,1,93,3,3,1,0,12,2,5,5,1400,5500,100,8,2,1825,192,5/16/11,9/14/15,4,74,8,8,1,3,0,0,3,0.64,Washington,DC,Real Bed,135,10,10/2/15
Comfy 1 br apt near H St & The Hill,14139251,S,4/10/14,1,96,2,1,54,14,20002,1,1,93,1,1,1,0,2,1,1,1,749,2751,100,0,2,1125,350,6/12/14,9/28/15,4,89,9,9,1,1,0,0,1,3.38,Washington,DC,Real Bed,25,0,10/3/15
Beautifully Renovated Townhome!,7898757,Corinne,8/2/13,8,165,3,1,1,14,20002,0,1,93,1,1,1,0,6,2,2,3,950,0,200,1,3,1125,192,5/14/15,5/14/15,2,100,10,10,1,3,0,0,1,0.21,Washington,DC,Real Bed,40,0,10/3/15
Capitol Hill House / H St. Corridor,2534048,Greg,6/3/12,8,239,3,1,30,14,20002,0,0,72,1,1,1,0,7,2,3,4,0,0,300,5,3,180,277,11/18/14,9/27/15,4,95,10,9,1,3,0,0,1,2.81,Washington,DC,Real Bed,125,15,10/2/15
Library Suite for your DC stay,15945059,Alice,5/25/14,8,72,2,2,24,14,20002,0,0,72,1,1,1,0,2,1,1,1,460,1800,250,2,4,1125,104,3/2/15,9/25/15,4,98,10,10,1,1,0,0,1,3.33,Washington,DC,Real Bed,0,12,10/2/15
Cozy private room near H St.NE,36002659,Toska,6/16/15,1,60,2,2,23,14,20002,0,1,18,1,1,1,0,2,1,1,1,260,0,0,1,1,5,339,6/28/15,9/27/15,4,94,9,9,1,3,0,0,1,7.04,Washington,DC,Real Bed,0,5,10/3/15
Cozy Trinidad in-law suite,7777552,Sejal,7/28/13,1,90,2,1,33,14,20002,0,1,93,2,2,1,0,2,1,1,2,0,1800,200,2,1,60,322,9/17/13,7/25/15,3,94,9,10,1,3,0,0,2,1.33,Washington,DC,Real Bed,60,40,10/3/15
"H Street Hip, Union Station Solid ",1843195,Molly,3/2/12,1,128,2,1,85,14,20002,0,1,93,1,1,1,0,4,1,1,1,762,3000,100,2,1,30,209,1/8/14,9/29/15,4,83,9,8,0,3,0,0,1,4.02,Washington,DC,Real Bed,35,20,10/3/15
"Clean, Modern Apt in the Capital",3618096,Jacqueline,9/19/12,1,150,2,1,2,14,20002,0,1,18,2,2,1,0,4,1,2,2,900,0,100,4,1,1125,363,7/24/15,9/23/15,4,60,10,4,1,3,0,0,2,0.83,Washington,DC,Real Bed,0,10,10/3/15
"Clean, Modern Room in the Capital",3618096,Jacqueline,9/19/12,1,75,2,2,0,14,20002,0,1,18,2,2,1,0,2,1,1,1,500,0,100,2,1,1125,363,0,0,0,0,0,0,1,3,0,0,2,0,Washington,DC,Real Bed,0,10,10/3/15
Two bedroom in heart of Georgetown,13817352,Pam,4/2/14,1,350,4,1,14,14,20007,1,1,48,16,16,1,0,5,2,2,3,0,4750,0,3,2,1125,348,9/14/14,9/30/15,4,90,9,10,1,1,0,0,16,1.09,Washington,DC,Real Bed,0,15,10/3/15
Gorgeous Georgetown Home 2BD+Prkg,3852427,Jimmy,10/12/12,8,195,3,1,6,14,20007,0,1,15,1,1,1,0,4,1,2,2,1425,5040,480,1,1,1125,361,5/15/15,9/13/15,4,87,9,9,1,1,0,0,1,1.27,Washington,DC,Real Bed,75,0,10/2/15
Georgetown Condo. Prime Location.#1,41047431,William,8/10/15,1,95,2,1,0,14,20007,0,1,48,6,6,1,0,1,1,0,1,0,2850,0,1,5,1125,336,0,0,0,0,0,0,1,1,0,0,6,0,Washington,DC,Real Bed,50,0,10/3/15
Beautiful Residence in Georgetown,21493494,Jordan,9/18/14,8,350,4,1,20,14,20007,0,1,48,2,2,1,0,6,3,3,3,2100,6750,250,6,3,365,79,10/11/14,9/30/15,4,95,10,9,1,2,0,0,2,1.68,Washington,DC,Real Bed,150,15,10/3/15
Private room in park side apartment,9943204,Jairo,11/11/13,1,85,2,2,1,14,20007,1,1,48,1,1,1,0,2,0,1,1,0,0,0,1,3,1125,355,8/14/15,8/14/15,3,100,10,10,0,2,0,0,1,0.59,Washington,DC,Real Bed,30,30,10/3/15
Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,1/30/12,8,139,2,2,3,14,20007,0,1,15,7,7,1,0,3,1,1,1,925,2737,0,2,3,1125,215,4/22/13,5/10/14,2,85,7,7,1,3,0,0,4,0.1,Washington,DC,Real Bed,75,40,10/3/15
Beautiful Georgetown Townhouse,28563798,Colman,3/1/15,8,650,6,1,0,14,20007,1,1,48,1,1,1,0,6,3,3,3,0,0,0,1,3,1125,75,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,80,0,10/3/15
Lovely street in Georgetown,8008783,Cliff,8/7/13,8,550,6,1,11,14,20007,0,1,48,30,30,1,0,8,3,3,3,3800,13000,0,6,3,1125,318,4/29/14,9/8/15,4,94,10,9,1,3,0,0,27,0.63,Washington,DC,Real Bed,220,5,10/3/15
Beautiful 1br. in Georgetown/Dupont,35734050,Sebastián,6/13/15,1,115,2,1,0,14,20007,0,1,48,1,1,1,0,2,1,1,2,780,0,0,1,5,1125,80,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,60,0,10/3/15
Georgetown Home Available,44352964,Ward,9/16/15,8,500,5,1,0,14,20007,1,1,48,1,1,1,0,6,3.5,4,4,0,0,0,1,1,5,88,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Private room in elegant Georgetown,17742169,Bruno,7/7/14,8,155,3,2,10,14,20007,0,0,48,3,3,1,0,2,1,1,1,980,2900,800,1,3,1125,334,8/20/14,9/21/15,4,100,10,10,1,3,0,0,2,0.73,Washington,DC,Real Bed,60,30,10/2/15
Studio near Georgetown Waterfront 1,13817352,Pam,4/2/14,1,178,3,1,4,14,20007,1,1,48,16,16,1,0,2,1,0,1,0,3738,0,1,1,1125,347,9/12/15,9/21/15,4,90,7,9,0,1,0,0,16,4,Washington,DC,Real Bed,0,0,10/2/15
Independant studio in elegant GTown,17742169,Bruno,7/7/14,8,155,3,1,5,14,20007,0,0,48,3,3,1,0,2,1,1,1,980,2900,800,1,3,1125,352,3/2/15,8/31/15,3,96,10,10,1,3,0,0,2,0.69,Washington,DC,Real Bed,60,30,10/2/15
1 BD apartment in Georgetown,22461157,Mercedes,10/12/14,1,155,3,1,27,14,20007,0,1,48,1,1,1,0,3,1,1,2,0,0,0,2,3,365,341,11/5/14,9/28/15,4,94,10,10,1,1,0,0,1,2.43,Washington,DC,Real Bed,75,50,10/2/15
Georgetown Penthouse,14414787,Bola,4/17/14,1,99,2,1,10,14,20007,0,1,48,1,1,1,0,5,1,1,1,700,2800,0,1,1,365,13,2/14/15,9/18/15,4,89,9,10,1,3,0,0,1,1.29,Washington,DC,Real Bed,100,50,10/2/15
Charming basement apt in Georgetown,34456650,Lee,5/28/15,1,165,3,1,1,14,20007,1,1,48,1,1,1,0,2,1,0,1,1100,4000,0,1,3,1125,365,6/12/15,6/12/15,3,100,8,10,1,2,0,0,1,0.26,Washington,DC,Real Bed,0,0,10/2/15
2 bedroom townhouse in Georgetown,13817352,Pam,4/2/14,1,375,5,1,2,14,20007,1,1,48,16,16,1,0,5,2.5,2,4,0,5250,500,3,2,1125,336,6/15/14,5/1/15,2,80,7,9,1,1,0,0,16,0.13,Washington,DC,Real Bed,0,15,10/2/15
Spacious one bedroom in Georgetown,13817352,Pam,4/2/14,1,175,3,1,7,14,20007,1,1,48,16,16,1,0,4,1,1,2,0,4000,0,2,1,1125,350,10/26/14,9/27/15,4,91,9,9,1,1,0,0,16,0.61,Washington,DC,Real Bed,0,15,10/2/15
Garden bedroom in Georgetown!,2935817,Kirby,7/14/12,8,60,2,2,5,14,20007,0,1,15,4,4,1,0,1,1,1,1,405,1300,0,1,10,1125,314,6/2/14,9/30/15,4,100,10,8,1,3,0,0,4,0.31,Washington,DC,Real Bed,10,0,10/2/15
Airy modern Georgetown basement,16906608,Zoe,6/17/14,1,120,2,1,23,14,20007,0,1,48,1,1,1,0,2,1,0,1,0,2100,1000,1,1,1125,291,10/4/14,3/19/15,2,92,9,9,1,2,0,0,1,1.89,Washington,DC,Real Bed,30,20,10/2/15
One bedroom penthouse in Georgetown,13817352,Pam,4/2/14,1,300,4,1,7,14,20007,1,1,48,16,16,1,0,2,1,1,1,0,5000,0,1,2,1125,354,6/12/14,5/3/15,2,89,9,9,1,1,0,0,16,0.44,Washington,DC,Real Bed,0,0,10/2/15
Steps from the Waterfront Park,39168534,Vlatka,7/21/15,11,130,2,2,12,14,20007,0,1,48,1,1,1,0,2,1.5,1,1,0,0,0,1,1,1125,301,7/28/15,9/29/15,4,100,10,10,1,1,0,0,1,5.29,Washington,DC,Real Bed,0,0,10/2/15
Georgetown 1br penthouse with Patio,13817352,Pam,4/2/14,1,300,4,1,1,14,20007,1,1,48,16,16,1,0,2,1,1,1,0,5000,0,1,2,1125,351,5/14/15,5/14/15,2,100,10,10,1,1,0,0,16,0.21,Washington,DC,Real Bed,0,0,10/2/15
"Sunny, Clean Apartment",26999861,Amanda,1/31/15,1,100,2,1,0,14,20007,1,1,15,1,1,1,1,2,1,1,1,575,0,0,1,3,14,224,0,0,0,0,0,0,0,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
"Beautiful Bright Studio, Georgetown",10855008,Laura,12/27/13,1,120,2,1,0,14,20007,1,1,48,1,1,1,0,2,1,0,1,0,0,0,1,1,1125,339,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Historic Georgetown townhouse,24595940,Betsy,12/7/14,8,325,4,1,17,14,20007,0,1,48,1,1,1,0,3,1,2,2,0,4500,0,2,3,30,275,3/22/15,6/22/15,3,91,9,9,1,1,0,0,1,2.6,Washington,DC,Real Bed,20,200,10/3/15
Historic English Basement Apartment,27550391,Michael,2/10/15,1,180,3,1,2,14,20007,0,1,48,1,1,1,0,2,1,1,1,1000,3000,0,1,1,1125,185,5/20/15,5/24/15,2,100,10,10,1,1,0,0,1,0.44,Washington,DC,Real Bed,0,0,10/2/15
Georgetown East Village,42069648,Ramona,8/20/15,8,350,4,1,0,14,20007,1,1,48,1,1,1,0,4,3.5,4,4,2450,6600,350,4,1,1125,350,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,200,0,10/2/15
"Stylish room, heart of Georgetown!",11133,Dimi,3/23/09,1,70,2,2,4,14,20007,0,0,48,2,2,1,0,2,1,1,1,795,2162,299,1,1,27,0,5/31/15,8/21/15,3,95,9,9,0,3,0,0,2,0.95,Washington,DC,Real Bed,29,19,10/2/15
Steps from everything in Georgetown,592752,Gregory,5/16/11,8,85,2,2,6,14,20007,0,1,48,1,1,1,0,2,1,1,1,500,0,0,2,1,1125,319,9/13/15,10/2/15,4,97,10,10,1,2,0,0,1,6,Washington,DC,Real Bed,0,75,10/2/15
Walk to Georgetown + Parking,13434994,Rhonda,3/23/14,8,225,3,1,0,14,20007,0,1,15,2,2,1,0,3,1.5,2,2,1500,6500,500,3,2,30,343,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,125,50,10/2/15
3 bed/2 ba Gtown Rowhouse W/HotTub!,5828131,Db,4/8/13,11,474,5,1,1,14,20007,0,1,15,5,5,1,0,6,2,3,3,0,0,1000,1,7,29,273,1/16/15,1/16/15,1,100,10,10,1,3,0,0,1,0.11,Washington,DC,Real Bed,120,0,10/2/15
Georgetown - Clean Apartement,44438145,Charles,9/17/15,1,110,2,1,1,14,20007,0,1,48,1,1,1,0,4,1,1,2,0,0,500,1,1,1125,352,9/23/15,9/23/15,4,100,10,10,0,2,0,0,1,1,Washington,DC,Real Bed,0,0,10/2/15
Georgetown Waterfront Home,33054171,Rahul,5/10/15,1,109,2,2,3,14,20007,0,1,48,1,1,1,0,2,1,1,1,500,1650,0,1,1,7,154,9/2/15,9/24/15,4,100,10,10,1,1,0,0,1,2.81,Washington,DC,Real Bed,0,0,10/2/15
2 BD Row House in Georgetown,15218856,Brian,5/7/14,8,300,4,1,2,14,20007,0,1,48,1,1,1,0,4,1.5,2,2,0,0,1000,1,4,1125,303,8/10/15,8/18/15,3,100,10,10,0,1,0,0,1,1.09,Washington,DC,Real Bed,0,0,10/2/15
Georgetown Elegance -  3BR 3.5BA,17633,Charlotte,5/18/09,8,775,6,1,1,14,20007,0,1,48,32,32,1,0,6,3.5,3,4,4900,12000,2000,1,4,93,264,7/16/15,7/16/15,3,100,10,10,1,3,0,1,29,0.37,Washington,DC,Real Bed,250,0,10/2/15
Classic Georgetown 1BR/1BA sleeps 4,13223893,Laura,3/17/14,1,140,2,1,11,14,20007,0,1,48,1,1,1,0,4,1,1,2,0,0,0,2,2,7,307,5/20/14,5/18/15,2,98,10,10,1,2,0,0,1,0.66,Washington,DC,Real Bed,100,45,10/2/15
Historic Georgetown Row House,13356065,Emily,3/20/14,8,595,6,1,4,14,20007,0,1,48,1,1,1,0,6,3.5,3,3,0,0,1000,6,7,1125,353,7/14/14,9/1/15,4,100,10,10,1,3,0,0,1,0.27,Washington,DC,Real Bed,200,0,10/2/15
Cozy home in historic Georgetown,27323824,Rasheid,2/6/15,8,249,3,1,7,14,20007,0,1,48,4,4,1,0,5,1,2,5,0,0,250,4,1,30,333,8/14/15,9/25/15,4,100,10,10,1,3,0,0,4,4.12,Washington,DC,Real Bed,99,10,10/2/15
Gated complex directly off M Street,11073073,Dan,1/6/14,8,110,2,2,0,14,20007,0,1,48,1,1,1,0,2,1,1,1,0,0,100,1,1,1125,32,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Basement bedroom in Georgetown!,2935817,Kirby,7/14/12,8,60,2,2,1,14,20007,0,1,15,4,4,1,0,1,1,1,1,405,1400,0,1,25,1125,314,6/1/15,6/1/15,3,100,10,10,1,3,0,0,4,0.24,Washington,DC,Real Bed,10,0,10/2/15
Georgetown Eton 2level 2BR Townhome,17633,Charlotte,5/18/09,8,201,3,1,11,14,20007,0,1,48,32,32,1,0,4,1,2,3,1196,4011,100,3,2,90,0,2/2/15,8/15/15,3,93,9,9,1,3,0,1,29,1.35,Washington,DC,Real Bed,75,10,10/3/15
Georgetown Condo. Prime Location.#4,41047431,William,8/10/15,1,95,2,1,0,14,20007,0,1,48,6,6,1,0,1,1,0,1,0,2850,0,1,5,1125,336,0,0,0,0,0,0,1,1,0,0,6,0,Washington,DC,Real Bed,50,0,10/2/15
Georgetown Townhouse,2631976,Gonzalo,6/13/12,8,975,6,1,11,14,20007,0,0,48,1,1,1,0,7,2.5,4,4,6000,0,750,7,2,1125,317,11/19/14,9/5/15,4,100,10,10,1,3,0,0,1,1.03,Washington,DC,Real Bed,180,100,10/2/15
Secret Garden in Georgetown,17870075,Constance,7/9/14,1,179,3,1,6,14,20007,1,1,48,1,1,1,0,2,1,1,1,0,0,0,2,2,1125,179,8/1/14,8/31/15,3,100,10,10,1,2,0,0,1,0.42,Washington,DC,Real Bed,35,40,10/3/15
Idlyic Georgetown Townhouse B&B,1436380,Angela,11/23/11,8,125,2,2,10,14,20007,0,1,15,1,1,1,0,1,1.5,1,1,900,0,200,1,3,21,356,4/4/12,7/31/15,3,98,9,10,1,3,1,1,1,0.23,Washington,DC,Real Bed,100,0,10/3/15
Charm and Convenience in Georgetown,5783249,Lisa And Richard,4/5/13,1,120,2,1,8,14,20007,0,1,48,2,2,1,0,2,1,0,1,0,0,0,1,2,1125,333,7/30/15,9/25/15,4,80,8,9,1,1,0,0,1,3.64,Washington,DC,Real Bed,75,0,10/3/15
Georgetown Apt in Prime Location,16245881,Mitchell,6/1/14,1,200,3,1,11,14,20007,1,1,48,1,1,1,0,4,1,1,2,0,0,300,0,2,1125,358,6/20/14,8/31/15,3,96,10,10,1,2,0,0,1,0.7,Washington,DC,Real Bed,70,0,10/3/15
Georgetown Flat off Wisconsin Ave,21493494,Jordan,9/18/14,1,129,2,1,7,14,20007,0,1,48,2,2,1,0,4,1,1,2,799,2950,250,3,2,90,317,7/27/15,9/27/15,4,91,9,9,1,2,0,0,2,3.04,Washington,DC,Real Bed,50,15,10/3/15
Historic Georgetown Rowhome!,37014,Lara & Alex,9/8/09,8,225,3,1,4,14,20007,0,1,48,25,25,1,0,6,1.5,2,3,0,0,500,4,3,90,330,7/6/15,9/29/15,4,100,10,10,1,3,0,0,22,1.33,Washington,DC,Real Bed,125,20,10/3/15
Studio in heart of Georgetown,13817352,Pam,4/2/14,1,185,3,1,4,14,20007,1,1,48,16,16,1,0,2,1,0,1,0,3750,0,1,1,1125,328,9/13/15,9/27/15,4,90,10,10,1,1,0,0,16,4,Washington,DC,Real Bed,0,0,10/3/15
Georgetown's Chateau Bleu - 2lv hse,1671809,Mary Beth,1/30/12,8,299,4,1,4,14,20007,0,1,15,7,7,1,0,4,1,2,3,1890,3995,0,4,3,365,215,6/15/13,6/14/14,3,86,7,8,1,3,0,0,4,0.14,Washington,DC,Real Bed,130,75,10/3/15
Lovely upstairs room in Georgetown!,2935817,Kirby,7/14/12,8,65,2,2,21,14,20007,0,1,15,4,4,1,0,1,1,1,1,425,1550,0,1,7,1125,329,8/3/13,9/28/15,4,91,9,9,1,3,0,0,4,0.8,Washington,DC,Real Bed,10,0,10/3/15
Beautiful 3BR 2BA Home - Georgetown,44461566,Eric,9/17/15,8,600,6,1,0,14,20007,0,1,48,1,1,1,0,4,2,3,3,0,0,0,1,2,1125,216,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Lovely Waterfront Georgetown Home,12895832,New,3/7/14,8,375,5,1,0,14,20007,1,1,48,1,1,1,0,4,1.5,2,2,0,0,0,1,1,1125,357,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Studio near Georgetown Waterfront 2,13817352,Pam,4/2/14,1,122,2,1,5,14,20007,1,1,48,16,16,1,0,2,1,0,1,726,2562,0,1,2,1125,318,9/15/15,9/29/15,4,88,9,9,0,1,0,0,16,5,Washington,DC,Real Bed,0,0,10/3/15
"TH Apt w Parking, Fireplace & Patio",21178631,John,9/10/14,1,300,4,1,0,14,20007,0,1,48,3,3,1,0,3,1,1,1,1500,4000,500,1,3,1125,275,0,0,0,0,0,0,1,3,0,0,2,0,Washington,DC,Real Bed,150,0,10/3/15
Comfy Studio between Dupont & Gtown,1934725,Mónica,3/16/12,1,100,2,1,11,14,20007,0,1,48,1,1,1,0,2,1,1,1,650,1500,400,1,2,90,195,6/9/13,8/11/15,3,98,9,9,1,2,1,1,1,0.39,Washington,DC,Real Bed,50,0,10/3/15
Spacious Georgetown Penthouse 3br,13817352,Pam,4/2/14,1,569,6,1,10,14,20007,1,1,48,16,16,1,0,6,3.5,3,4,2428,6000,1000,4,7,1125,301,1/13/15,8/17/15,3,92,9,10,1,2,0,0,16,1.14,Washington,DC,Real Bed,0,15,10/3/15
You'll LOVE my place! Rosslyn Condo,3202819,Shahrzad,8/9/12,1,175,3,1,63,4,22209,1,1,48,1,1,1,0,3,1,1,1,0,0,300,3,1,5,163,9/30/12,10/1/15,4,93,10,10,1,3,1,1,1,1.72,Arlington,VA,Real Bed,80,0,10/3/15
English Basement in Georgetown,2374185,Amapola,5/14/12,1,105,2,1,1,14,20007,0,1,15,1,1,1,0,3,1,1,1,610,2000,350,1,2,1125,230,9/1/15,9/1/15,4,100,10,10,1,1,0,0,1,0.91,Washington,DC,Real Bed,50,0,10/3/15
SUPER Rowhouse ! ; don't miss it!,22801633,Natascha,10/21/14,8,220,3,1,17,14,20007,0,1,48,5,5,1,0,4,1,2,1,0,0,1000,2,4,1125,151,4/20/15,9/2/15,4,95,9,10,0,3,0,0,2,3.05,Washington,DC,Real Bed,60,30,10/3/15
Room in the heart of Georgetown!,11133,Dimi,3/23/09,1,78,2,2,7,14,20007,0,0,48,2,2,1,0,2,1,1,1,1000,2500,299,1,1,27,31,5/16/15,6/5/15,3,94,10,9,0,3,0,0,2,1.49,Washington,DC,Real Bed,29,19,10/3/15
Georgetown One bedroom,13817352,Pam,4/2/14,1,198,3,1,14,14,20007,1,1,48,16,16,1,0,4,1.5,1,2,0,4000,0,2,1,1125,341,4/26/15,9/28/15,4,94,10,10,1,1,0,0,16,2.61,Washington,DC,Real Bed,0,13,10/3/15
1BR in Georgetown's East Village,1123202,Shannon,9/7/11,1,110,2,1,0,14,20007,0,1,48,1,1,1,0,1,1,1,1,750,1750,0,1,7,1125,0,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Georgetown 1 bedroom w Jacuzzi tub,13817352,Pam,4/2/14,1,195,3,1,9,14,20007,1,1,48,16,16,1,0,3,1,1,2,0,2877,0,2,2,1125,338,2/15/15,9/28/15,4,89,8,9,1,1,0,0,16,1.17,Washington,DC,Real Bed,0,15,10/3/15
Perfect Georgetown Location,179243,Tina,7/24/10,6,249,3,1,3,14,20007,0,1,48,1,1,1,0,6,2,3,3,1673,4956,0,1,2,20,158,7/15/15,7/29/15,3,100,10,10,1,1,0,0,1,1.11,Washington,DC,Real Bed,99,0,10/3/15
One bedroom in heart of Georgetown,13817352,Pam,4/2/14,1,161,3,1,5,14,20007,1,1,48,16,16,1,0,5,1,1,2,958,3381,0,3,1,1125,344,9/17/15,9/26/15,4,92,10,10,1,1,0,0,16,5,Washington,DC,Real Bed,0,15,10/3/15
Beautiful Room in Georgetown,2564662,Ramon,6/6/12,8,135,2,2,2,14,20007,0,1,15,2,2,1,0,2,1.5,1,1,0,0,125,1,2,1125,351,5/1/14,7/29/15,3,100,9,9,1,2,0,0,2,0.12,Washington,DC,Real Bed,75,10,10/3/15
Garden of Eton | Georgetown,19244996,Steven,7/31/14,1,185,3,1,15,14,20007,1,1,48,1,1,1,0,2,2,1,1,1050,0,0,1,1,1125,71,8/18/14,9/24/15,4,100,10,10,1,2,0,0,1,1.09,Washington,DC,Real Bed,0,0,10/3/15
Quiet Private Bedroom/Bathroom,14519258,Rebecca,4/20/14,1,104,2,2,10,14,20007,0,1,48,1,1,1,0,3,1,1,1,0,0,0,1,1,1125,352,8/21/15,9/25/15,4,75,8,6,1,1,0,0,1,6.82,Washington,DC,Real Bed,0,0,10/3/15
"1) Bright, Peaceful Georgetown Room",23569717,Eric,11/10/14,8,75,2,2,7,14,20007,0,1,15,2,2,1,0,1,1,1,1,450,1250,0,1,3,120,315,11/17/14,8/24/15,3,100,10,10,1,3,0,0,2,0.65,Washington,DC,Real Bed,15,15,10/3/15
Georgetown's Chateau Bleu - Prv Rm1,1671809,Mary Beth,1/30/12,8,139,2,2,16,14,20007,0,1,15,7,7,1,0,3,1,1,2,925,2737,0,2,3,300,215,7/28/12,10/28/13,4,97,9,10,1,3,0,0,4,0.41,Washington,DC,Real Bed,75,40,10/3/15
Beautiful Georgetown House w Patio,2564662,Ramon,6/6/12,8,350,4,1,29,14,20007,0,1,15,2,2,1,0,6,1.5,2,2,2200,6000,300,4,2,1125,355,4/16/14,7/29/15,3,94,10,9,1,3,0,0,2,1.62,Washington,DC,Real Bed,100,25,10/3/15
Georgetown Townhouse Full of Light,22734450,Benoit,10/19/14,8,239,3,1,0,14,20007,1,1,48,1,1,1,0,3,1.5,2,2,1549,0,0,1,1,1125,78,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,60,0,10/3/15
Two bedroom townhouse in Georgetown,13817352,Pam,4/2/14,1,450,5,1,2,14,20007,1,1,48,16,16,1,0,5,2.5,2,3,0,5200,500,3,2,1125,341,8/5/14,11/30/14,4,80,8,9,1,1,0,0,16,0.14,Washington,DC,Real Bed,0,15,10/3/15
Georgetown's Chateau Bleu - BsmtApt,1671809,Mary Beth,1/30/12,1,129,2,1,2,14,20007,0,1,15,7,7,1,0,2,1,1,1,0,2000,0,2,3,1125,296,5/19/14,8/24/15,3,60,6,5,1,3,0,0,4,0.12,Washington,DC,Real Bed,105,40,10/3/15
Georgetown 2 BR Apartment,38084739,Caesar,7/10/15,1,100,2,1,12,14,20007,1,1,48,1,1,1,0,2,1,2,2,600,2800,0,1,1,1125,51,8/23/15,9/26/15,4,98,10,9,1,1,0,0,1,8.57,Washington,DC,Real Bed,0,0,10/3/15
Georgetown Townhome,38201137,Boris,7/11/15,8,200,3,1,0,14,20007,0,1,48,1,1,1,0,3,2.5,3,3,1000,2900,0,1,1,1125,290,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Georgetown Basement Apartment,33868772,Nora,5/20/15,1,130,2,1,4,14,20007,1,1,48,1,1,1,0,2,1,1,1,750,2700,0,1,3,1125,109,5/30/15,6/27/15,3,80,9,9,1,1,0,0,1,0.94,Washington,DC,Real Bed,15,0,10/3/15
Large Beautiful Home right on VOLTA,21421893,Gilbert,9/16/14,8,450,5,1,0,14,20007,1,1,48,1,1,1,0,4,1.5,3,3,0,0,0,1,1,1125,365,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Georgetown! Top of the Hill!,8008783,Cliff,8/7/13,8,475,5,1,3,14,20007,0,1,48,30,30,1,0,6,3,2,4,0,0,0,1,3,1125,257,7/24/15,8/30/15,3,80,9,9,1,3,0,0,27,1.25,Washington,DC,Real Bed,220,0,10/3/15
Georgetown Condo. Prime Location.#3,41047431,William,8/10/15,1,95,2,1,0,14,20007,0,1,48,6,6,1,0,1,1,0,1,0,2850,0,1,5,1125,258,0,0,0,0,0,0,1,1,0,0,6,0,Washington,DC,Real Bed,50,0,10/2/15
Georgetown Condo. Prime Location.#2,41047431,William,8/10/15,1,95,2,1,0,14,20007,0,1,48,6,6,1,0,1,1,0,1,0,2850,0,1,5,1125,360,0,0,0,0,0,0,1,1,0,0,6,0,Washington,DC,Real Bed,50,0,10/2/15
Modern Georgetown Apartment,21178631,John,9/10/14,1,450,5,1,0,14,20007,0,1,48,3,3,1,0,4,2,2,2,2500,6000,500,1,3,1125,281,0,0,0,0,0,0,1,3,0,0,2,0,Washington,DC,Real Bed,180,0,10/3/15
